exchange,symbol,quote_asset,volume_bucket,cap_bucket,market_cap,rank_score,blacklisted,source_file
binance,BINANCE:ZKUSDT.P,USDT,5M+,100M-500M,107506161,23,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:BILLUSDT.P,USDT,5M+,100M-500M,106782201,23,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:REUSDT,USDT,5M+,100M-500M,104563970,23,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:REUSDT.P,USDT,5M+,100M-500M,104563970,23,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:CAKEUSDT,USDT,1M-5M,100M-500M,458974407,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:DASHUSDT,USDT,1M-5M,100M-500M,448394589,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:VETUSDT,USDT,1M-5M,100M-500M,420073809,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:PENGUUSDC.P,USDC,1M-5M,100M-500M,417279171,22,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:ETHFIUSDC.P,USDC,1M-5M,100M-500M,405778598,22,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:ETHFIUSDT,USDT,1M-5M,100M-500M,405778598,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:TRUMPUSDC.P,USDC,1M-5M,100M-500M,392083147,22,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:TIAUSDC.P,USDC,1M-5M,100M-500M,359772646,22,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:TIAUSDT,USDT,1M-5M,100M-500M,359772646,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ZROUSDT,USDT,1M-5M,100M-500M,358221417,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:VIRTUALUSDT,USDT,1M-5M,100M-500M,356671768,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:SUNUSDT,USDT,1M-5M,100M-500M,345392600,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:SUNUSDT.P,USDT,1M-5M,100M-500M,345392600,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:LUNCUSDT,USDT,1M-5M,100M-500M,336847614,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:SEIUSDT,USDT,1M-5M,100M-500M,336164194,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:CRVUSDC.P,USDC,1M-5M,100M-500M,319927602,22,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:CRVUSDT,USDT,1M-5M,100M-500M,319927602,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:STXUSDT.P,USDT,1M-5M,100M-500M,308294800,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:BSVUSDT.P,USDT,1M-5M,100M-500M,286986452,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:KITEUSDT,USDT,1M-5M,100M-500M,284944465,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:XTZUSDT.P,USDT,1M-5M,100M-500M,266291479,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:2ZUSDT.P,USDT,1M-5M,100M-500M,251819127,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:PENDLEUSDT,USDT,1M-5M,100M-500M,243358022,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:LDOUSDT,USDT,1M-5M,100M-500M,241540583,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:CFXUSDT.P,USDT,1M-5M,100M-500M,229372441,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:OPUSDT,USDT,1M-5M,100M-500M,226783029,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:FLOKIUSDT,USDT,1M-5M,100M-500M,224242725,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:JASMYUSDT.P,USDT,1M-5M,100M-500M,223104928,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:SYRUPUSDT,USDT,1M-5M,100M-500M,204055397,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:SYRUPUSDT.P,USDT,1M-5M,100M-500M,204055397,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:STRKUSDT,USDT,1M-5M,100M-500M,204051913,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:STRKUSDT.P,USDT,1M-5M,100M-500M,204051913,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:KAIAUSDT.P,USDT,1M-5M,100M-500M,202540901,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:GRTUSDT.P,USDT,1M-5M,100M-500M,194621559,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:CHZUSDT,USDT,1M-5M,100M-500M,186546740,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:PIEVERSEUSDT.P,USDT,1M-5M,100M-500M,186166717,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:AKTUSDT.P,USDT,1M-5M,100M-500M,181462822,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:FFUSDT,USDT,1M-5M,100M-500M,175959563,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:FFUSDT.P,USDT,1M-5M,100M-500M,175959563,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:AXSUSDT,USDT,1M-5M,100M-500M,174506810,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ENSUSDT,USDT,1M-5M,100M-500M,172578535,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:WIFUSDC.P,USDC,1M-5M,100M-500M,168275652,22,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:WIFUSDT,USDT,1M-5M,100M-500M,168275652,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:EIGENUSDT,USDT,1M-5M,100M-500M,167849087,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:IOTAUSDT.P,USDT,1M-5M,100M-500M,167014982,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:KAITOUSDT,USDT,1M-5M,100M-500M,150143829,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:THETAUSDT,USDT,1M-5M,100M-500M,142928516,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:TWTUSDT.P,USDT,1M-5M,100M-500M,142605303,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:NEOUSDT.P,USDT,1M-5M,100M-500M,138677951,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:RUNEUSDT,USDT,1M-5M,100M-500M,135237662,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:RUNEUSDT.P,USDT,1M-5M,100M-500M,135237662,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:RIFUSDT,USDT,1M-5M,100M-500M,134832925,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ARUSDT,USDT,1M-5M,100M-500M,131085414,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ARUSDT.P,USDT,1M-5M,100M-500M,131085414,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:BATUSDT.P,USDT,1M-5M,100M-500M,130502814,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:GENIUSUSDT.P,USDT,1M-5M,100M-500M,127521793,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:AUSDT.P,USDT,1M-5M,100M-500M,122134831,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:IMXUSDT,USDT,1M-5M,100M-500M,117182748,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:CVXUSDT.P,USDT,1M-5M,100M-500M,113740957,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:DYDXUSDT,USDT,1M-5M,100M-500M,111324675,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:PRLUSDT.P,USDT,1M-5M,100M-500M,109664859,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:GALAUSDT,USDT,1M-5M,100M-500M,108292871,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ZKUSDT,USDT,1M-5M,100M-500M,107506161,22,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:1INCHUSDT.P,USDT,1M-5M,100M-500M,100910265,22,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:XTZUSDT,USDT,500K-1000K,100M-500M,266291479,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:FRAXUSDT.P,USDT,500K-1000K,100M-500M,237097958,21,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:CFXUSDT,USDT,500K-1000K,100M-500M,229372441,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:JASMYUSDT,USDT,500K-1000K,100M-500M,223104928,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:KAIAUSDT,USDT,500K-1000K,100M-500M,202540901,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:RAYUSDT,USDT,500K-1000K,100M-500M,198516382,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:GRTUSDT,USDT,500K-1000K,100M-500M,194621559,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:COMPUSDT,USDT,500K-1000K,100M-500M,167912279,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:IOTAUSDT,USDT,500K-1000K,100M-500M,167014982,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:KAITOUSDC.P,USDC,500K-1000K,100M-500M,150143829,21,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:TWTUSDT,USDT,500K-1000K,100M-500M,142605303,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:APEUSDT,USDT,500K-1000K,100M-500M,135291966,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:SANDUSDT,USDT,500K-1000K,100M-500M,132267335,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:SNXUSDT,USDT,500K-1000K,100M-500M,129638065,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:GENIUSUSDT,USDT,500K-1000K,100M-500M,127521793,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:CVXUSDT,USDT,500K-1000K,100M-500M,113740957,21,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:SFPUSDT.P,USDT,500K-1000K,100M-500M,112563049,21,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:AWEUSDT.P,USDT,500K-1000K,100M-500M,112378017,21,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:BTCEUR,EUR,5M+,500M+,1265744153723,13,no,binance_EUR_pairs_07-jul-26.txt
binance,BINANCE:BTCUSDC.P,USDC,5M+,500M+,1265744153723,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:BTCUSDT,USDT,5M+,500M+,1265744153723,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:BTCUSDT.P,USDT,5M+,500M+,1265744153723,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:ETHUSDC.P,USDC,5M+,500M+,213947939547,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:ETHUSDT,USDT,5M+,500M+,213947939547,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ETHUSDT.P,USDT,5M+,500M+,213947939547,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:USDTUSD,USD,5M+,500M+,184213378000,13,no,binance_USD_pairs_07-jul-26.txt
binance,BINANCE:BNBUSDC.P,USDC,5M+,500M+,77960724262,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:BNBUSDT,USDT,5M+,500M+,77960724262,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:BNBUSDT.P,USDT,5M+,500M+,77960724262,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:USDCUSD,USD,5M+,500M+,73045868544,13,no,binance_USD_pairs_07-jul-26.txt
binance,BINANCE:USDCUSDT,USDT,5M+,500M+,73045868544,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:XRPUSDC.P,USDC,5M+,500M+,70226699563,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:XRPUSDT,USDT,5M+,500M+,70226699563,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:XRPUSDT.P,USDT,5M+,500M+,70226699563,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:SOLUSDC.P,USDC,5M+,500M+,47449497539,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:SOLUSDT,USDT,5M+,500M+,47449497539,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:SOLUSDT.P,USDT,5M+,500M+,47449497539,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:TRXUSDT,USDT,5M+,500M+,31227435420,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:TRXUSDT.P,USDT,5M+,500M+,31227435420,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:HYPEUSDT.P,USDT,5M+,500M+,15755909446,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:DOGEUSDC.P,USDC,5M+,500M+,11626012901,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:DOGEUSDT,USDT,5M+,500M+,11626012901,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:DOGEUSDT.P,USDT,5M+,500M+,11626012901,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:ZECUSDC.P,USDC,5M+,500M+,7628612542,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:ZECUSDT,USDT,5M+,500M+,7628612542,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ZECUSDT.P,USDT,5M+,500M+,7628612542,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:ADAUSDC.P,USDC,5M+,500M+,6702187370,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:ADAUSDT,USDT,5M+,500M+,6702187370,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ADAUSDT.P,USDT,5M+,500M+,6702187370,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:XLMUSDT,USDT,5M+,500M+,6658225833,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:XLMUSDT.P,USDT,5M+,500M+,6658225833,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:XMRUSDT.P,USDT,5M+,500M+,6113266113,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:LINKUSDC.P,USDC,5M+,500M+,5927422461,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:LINKUSDT,USDT,5M+,500M+,5927422461,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:LINKUSDT.P,USDT,5M+,500M+,5927422461,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:BCHUSDC.P,USDC,5M+,500M+,4789905508,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:BCHUSDT,USDT,5M+,500M+,4789905508,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:BCHUSDT.P,USDT,5M+,500M+,4789905508,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:LABUSDT.P,USDT,5M+,500M+,4632481406,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:GRAMUSDT,USDT,5M+,500M+,4558784404,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:GRAMUSDT.P,USDT,5M+,500M+,4558784404,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:USD1USDT,USDT,5M+,500M+,4525719747,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:LTCUSDC.P,USDC,5M+,500M+,3412767845,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:LTCUSDT,USDT,5M+,500M+,3412767845,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:LTCUSDT.P,USDT,5M+,500M+,3412767845,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:HBARUSDT,USDT,5M+,500M+,3142733828,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:HBARUSDT.P,USDT,5M+,500M+,3142733828,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:SUIUSDC.P,USDC,5M+,500M+,2996128805,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:SUIUSDT,USDT,5M+,500M+,2996128805,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:SUIUSDT.P,USDT,5M+,500M+,2996128805,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:AVAXUSDC.P,USDC,5M+,500M+,2927360426,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:AVAXUSDT,USDT,5M+,500M+,2927360426,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:AVAXUSDT.P,USDT,5M+,500M+,2927360426,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:NEARUSDC.P,USDC,5M+,500M+,2646269101,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:NEARUSDT,USDT,5M+,500M+,2646269101,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:NEARUSDT.P,USDT,5M+,500M+,2646269101,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:XAUTUSDT,USDT,5M+,500M+,2524375791,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:XAUTUSDT.P,USDT,5M+,500M+,2524375791,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:TAOUSDT,USDT,5M+,500M+,2050071591,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:TAOUSDT.P,USDT,5M+,500M+,2050071591,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:UNIUSDT,USDT,5M+,500M+,1965146479,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:UNIUSDT.P,USDT,5M+,500M+,1965146479,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:WLFIUSDT,USDT,5M+,500M+,1908524734,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:WLFIUSDT.P,USDT,5M+,500M+,1908524734,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:PAXGUSDT,USDT,5M+,500M+,1864139878,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:PAXGUSDT.P,USDT,5M+,500M+,1864139878,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:ASTERUSDT.P,USDT,5M+,500M+,1701981061,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:MUSDT.P,USDT,5M+,500M+,1700496258,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:ONDOUSDT,USDT,5M+,500M+,1616503828,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ONDOUSDT.P,USDT,5M+,500M+,1616503828,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:RLUSDUSDT,USDT,5M+,500M+,1596082907,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:DOTUSDT,USDT,5M+,500M+,1458714453,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:DOTUSDT.P,USDT,5M+,500M+,1458714453,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:AAVEUSDC.P,USDC,5M+,500M+,1423140110,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:AAVEUSDT,USDT,5M+,500M+,1423140110,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:AAVEUSDT.P,USDT,5M+,500M+,1423140110,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:WLDUSDC.P,USDC,5M+,500M+,1402204027,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:WLDUSDT,USDT,5M+,500M+,1402204027,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:WLDUSDT.P,USDT,5M+,500M+,1402204027,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:SKYUSDT.P,USDT,5M+,500M+,1312769343,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:DEXEUSDT,USDT,5M+,500M+,1304742003,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:DEXEUSDT.P,USDT,5M+,500M+,1304742003,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:MORPHOUSDT.P,USDT,5M+,500M+,1293201703,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:ICPUSDT,USDT,5M+,500M+,1233144490,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ICPUSDT.P,USDT,5M+,500M+,1233144490,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:PEPEUSDT,USDT,5M+,500M+,1129092141,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ETCUSDT.P,USDT,5M+,500M+,1102558591,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:UUSDT,USDT,5M+,500M+,1027849783,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:RENDERUSDT.P,USDT,5M+,500M+,833064996,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:ATOMUSDT.P,USDT,5M+,500M+,822841878,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:BEATUSDT.P,USDT,5M+,500M+,816307967,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:KASUSDT.P,USDT,5M+,500M+,810983631,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:POLUSDT.P,USDT,5M+,500M+,798843366,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:JUPUSDT.P,USDT,5M+,500M+,794790781,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:ALGOUSDT.P,USDT,5M+,500M+,774754969,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:ENAUSDC.P,USDC,5M+,500M+,729518162,13,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:ENAUSDT,USDT,5M+,500M+,729518162,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ENAUSDT.P,USDT,5M+,500M+,729518162,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:币安人生USDT.P,USDT,5M+,500M+,715559987,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:PUMPUSDT,USDT,5M+,500M+,676962769,13,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:PUMPUSDT.P,USDT,5M+,500M+,676962769,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:LITUSDT.P,USDT,5M+,500M+,656044680,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:FILUSDT.P,USDT,5M+,500M+,621877919,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:AEROUSDT.P,USDT,5M+,500M+,561238384,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:APTUSDT.P,USDT,5M+,500M+,529480435,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:VVVUSDT.P,USDT,5M+,500M+,519796322,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:ARBUSDT.P,USDT,5M+,500M+,500213333,13,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:ETHEUR,EUR,1M-5M,500M+,213947939547,12,no,binance_EUR_pairs_07-jul-26.txt
binance,BINANCE:USDCUSDT.P,USDT,1M-5M,500M+,73045868544,12,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:XRPEUR,EUR,1M-5M,500M+,70226699563,12,no,binance_EUR_pairs_07-jul-26.txt
binance,BINANCE:SOLEUR,EUR,1M-5M,500M+,47449497539,12,no,binance_EUR_pairs_07-jul-26.txt
binance,BINANCE:CCUSDT.P,USDT,1M-5M,500M+,5256178123,12,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:USDEUSDT,USDT,1M-5M,500M+,4411903491,12,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:HBARUSDC.P,USDC,1M-5M,500M+,3142733828,12,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:SHIBUSDT,USDT,1M-5M,500M+,2568002265,12,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:UNIUSDC.P,USDC,1M-5M,500M+,1965146479,12,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:WLFIUSDC.P,USDC,1M-5M,500M+,1908524734,12,no,binance_USDC_perp_pairs_07-jul-26.txt
binance,BINANCE:ASTERUSDT,USDT,1M-5M,500M+,1701981061,12,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:SKYUSDT,USDT,1M-5M,500M+,1312769343,12,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:MORPHOUSDT,USDT,1M-5M,500M+,1293201703,12,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ETCUSDT,USDT,1M-5M,500M+,1102558591,12,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:QNTUSDT.P,USDT,1M-5M,500M+,956042233,12,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:STABLEUSDT.P,USDT,1M-5M,500M+,836161816,12,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:RENDERUSDT,USDT,1M-5M,500M+,833064996,12,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:ATOMUSDT,USDT,1M-5M,500M+,822841878,12,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:POLUSDT,USDT,1M-5M,500M+,798843366,12,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:JUPUSDT,USDT,1M-5M,500M+,794790781,12,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:JSTUSDT,USDT,1M-5M,500M+,788344568,12,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:JSTUSDT.P,USDT,1M-5M,500M+,788344568,12,no,binance_USDT_perp_pairs_07-jul-26.txt
binance,BINANCE:ALGOUSDT,USDT,1M-5M,500M+,774754969,12,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:币安人生USDT,USDT,1M-5M,500M+,715559987,12,no,binance_USDT_pairs_07-jul-26.txt
binance,BINANCE:FILUSDC.P,USDC,1M-5M,500M+,621877919,12,no,binance_USDC_perp_pairs_07-jul-26.txt
