exchange,quote_asset,volume_bucket,cap_bucket,symbol,base_symbol,market_cap,source_file
binance,USDT,500K-1000K,10M-100M,BINANCE:MIRAUSDT.P,MIRA,14539707,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:MMTUSDT.P,MMT,28691499,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:MOCAUSDT.P,MOCA,37917782,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:MOODENGUSDT.P,MOODENG,41235379,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:MOVEUSDT,MOVE,49258141,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:MOVEUSDT.P,MOVE,49258141,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:MOVRUSDT,MOVR,18394819,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:MOVRUSDT.P,MOVR,18394819,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:MTLUSDT.P,MTL,20696071,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:MUBARAKUSDT,MUBARAK,11930661,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:MUBARAKUSDT.P,MUBARAK,11930661,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:MUBUSDT,MUB,55560998,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:MYXUSDT.P,MYX,15414346,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:NAORISUSDT.P,NAORIS,21814793,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:NEIROUSDT,NEIRO,27578772,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:NEIROUSDT.P,NEIRO,27578772,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:NEWTUSDT,NEWT,10463759,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:NEWTUSDT.P,NEWT,10463759,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:NILUSDT,NIL,17678777,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:NILUSDT.P,NIL,17678777,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:NMRUSDT.P,NMR,69957818,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:NOTUSDT,NOT,40842178,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:NOTUSDT.P,NOT,40842178,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:NXPCUSDT.P,NXPC,75998870,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:OGNUSDT,OGN,11495251,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:OGNUSDT.P,OGN,11495251,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:OGUSDT,OG,12748999,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:OGUSDT.P,OG,12748999,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ONEUSDT.P,ONE,18315276,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ONGUSDT.P,ONG,22719844,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ONTUSDT.P,ONT,46062556,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ONUSDT.P,ON,12284616,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:OPENUSDT,OPEN,33398762,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:OPENUSDT.P,OPEN,33398762,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:OPGUSDT,OPG,28393007,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:OPGUSDT.P,OPG,28393007,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:OPNUSDT,OPN,12109872,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:OPNUSDT.P,OPN,12109872,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ORCAUSDT.P,ORCA,75613399,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ORDERUSDT.P,ORDER,13921796,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ORDIUSDT,ORDI,73533257,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ORDIUSDT.P,ORDI,73533257,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:OUSDT.P,O,89681689,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:PARTIUSDT.P,PARTI,10935489,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:PEOPLEUSDT.P,PEOPLE,27044566,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:PHAUSDT.P,PHA,21312581,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:PIPPINUSDT.P,PIPPIN,18252076,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:PLAYUSDT.P,PLAY,12790587,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:PLUMEUSDT,PLUME,63850236,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:PLUMEUSDT.P,PLUME,63850236,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:PNUTUSDT,PNUT,44674545,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:PNUTUSDT.P,PNUT,44674545,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:POLYXUSDT.P,POLYX,48742766,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:POPCATUSDT.P,POPCAT,48054052,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:POWERUSDT.P,POWER,15219773,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:POWRUSDT.P,POWR,23543956,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:PROMUSDT.P,PROM,21137908,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:PROVEUSDT.P,PROVE,38407450,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:PUNDIXUSDT.P,PUNDIX,20973809,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:QTUMUSDT.P,QTUM,74342067,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:QUSDT.P,Q,71409282,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:RAREUSDT.P,RARE,10290015,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:RAVEUSDT.P,RAVE,80886495,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:REDUSDT.P,RED,44081242,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:REZUSDT.P,REZ,25073645,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:RIVERUSDT.P,RIVER,74267093,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:RLCUSDT.P,RLC,21422095,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ROBOUSDT,ROBO,29679911,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ROBOUSDT.P,ROBO,29679911,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ROSEUSDT.P,ROSE,46541519,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:RPLUSDT,RPL,40241156,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:RPLUSDT.P,RPL,40241156,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:RSRUSDT.P,RSR,75275715,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:RVNUSDT.P,RVN,62184076,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SAFEUSDT.P,SAFE,73761685,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SAHARAUSDT,SAHARA,36578215,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SAHARAUSDT.P,SAHARA,36578215,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SAPIENUSDT.P,SAPIEN,19086071,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SCRTUSDT,SCRT,19052579,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SCRTUSDT.P,SCRT,19052579,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SIGNUSDT,SIGN,21081348,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SIGNUSDT.P,SIGN,21081348,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SIRENUSDT.P,SIREN,67024635,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SKLUSDT.P,SKL,21647861,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SKRUSDT.P,SKR,63595409,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SKYAIUSDT.P,SKYAI,43530936,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SLPUSDT.P,SLP,18898363,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SLXUSDT.P,SLX,47710099,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SNDKBUSDT,SNDKB,40468386,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SOMIUSDT,SOMI,18365800,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SOMIUSDT.P,SOMI,18365800,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SOONUSDT.P,SOON,56763575,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SOPHUSDT.P,SOPH,18145838,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SPACEUSDT.P,SPACE,33776056,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SPCXBUSDT,SPCXB,85227877,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SPELLUSDT,SPELL,15184814,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SPELLUSDT.P,SPELL,15184814,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SPKUSDT,SPK,54239069,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SPKUSDT.P,SPK,54239069,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SQDUSDT.P,SQD,36167540,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SSVUSDT.P,SSV,29600669,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:STARUSDT.P,STAR,27446743,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:STBLUSDT.P,STBL,11962720,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:STEEMUSDT.P,STEEM,22791591,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:STGUSDT,STG,23810041,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:STGUSDT.P,STG,23810041,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:STORJUSDT.P,STORJ,10865188,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:STOUSDT,STO,10732322,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:STOUSDT.P,STO,10732322,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SUPERUSDT.P,SUPER,56574733,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SUSDT,S,99652062,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SUSDT.P,S,99652062,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SUSHIUSDT.P,SUSHI,44016008,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SXTUSDT.P,SXT,17436612,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SYNUSDT,SYN,78083814,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:SYNUSDT.P,SYN,78083814,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TAGUSDT.P,TAG,95189153,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TAIKOUSDT.P,TAIKO,17754804,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TAUSDT.P,TA,14418450,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TLMUSDT,TLM,24681558,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TLMUSDT.P,TLM,24681558,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TNSRUSDT,TNSR,11698702,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TNSRUSDT.P,TNSR,11698702,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TOSHIUSDT.P,TOSHI,50123856,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TRBUSDT,TRB,47814160,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TRBUSDT.P,TRB,47814160,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TREEUSDT.P,TREE,17057112,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TRIAUSDT.P,TRIA,54223685,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TRUTHUSDT.P,TRUTH,23511614,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TURBOUSDT.P,TURBO,60737304,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:TUSDT.P,T,38751338,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:UAIUSDT.P,UAI,76382223,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:UMAUSDT.P,UMA,35058023,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:USELESSUSDT.P,USELESS,94882566,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:USTCUSDT.P,USTC,31949580,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:USUALUSDT.P,USUAL,16249483,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:USUSDT.P,US,22337982,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:VANAUSDT,VANA,35738612,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:VANAUSDT.P,VANA,35738612,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:VANRYUSDT,VANRY,16648305,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:VANRYUSDT.P,VANRY,16648305,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:VTHOUSDT.P,VTHO,37933130,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:WALUSDT.P,WAL,80853812,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:WAXPUSDT.P,WAXP,19327128,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:WETUSDT.P,WET,14081104,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:WOOUSDT.P,WOO,22409653,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:WUSDT,W,63047720,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:WUSDT.P,W,63047720,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:XAIUSDT.P,XAI,14955014,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:XANUSDT.P,XAN,29115434,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:XNYUSDT.P,XNY,15785328,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:XPINUSDT.P,XPIN,21522491,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:XUSDUSDT,XUSD,49543818,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:XVGUSDT.P,XVG,36481963,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:XVSUSDT.P,XVS,43453267,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:YBUSDT.P,YB,17068748,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:YFIUSDT,YFI,82956209,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:YFIUSDT.P,YFI,82956209,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:YGGUSDT,YGG,18115203,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:YGGUSDT.P,YGG,18115203,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZAMAUSDT,ZAMA,75169700,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZAMAUSDT.P,ZAMA,75169700,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZBTUSDT,ZBT,31088301,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZBTUSDT.P,ZBT,31088301,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZENUSDT,ZEN,76264448,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZENUSDT.P,ZEN,76264448,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZEREBROUSDT.P,ZEREBRO,40437508,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZESTUSDT.P,ZEST,33397750,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZETAUSDT.P,ZETA,55269582,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZILUSDT.P,ZIL,59552343,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZKCUSDT.P,ZKC,12990335,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZKPUSDT,ZKP,10168625,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZKPUSDT.P,ZKP,10168625,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZORAUSDT.P,ZORA,32168293,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:ZRXUSDT.P,ZRX,73642436,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,10M-100M,BINANCE:龙虾USDT.P,龙虾,13636874,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:AAVEUSDT,AAVE,1423140110,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:AAVEUSDT.P,AAVE,1423140110,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:ADAUSDT,ADA,6702187370,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:ADAUSDT.P,ADA,6702187370,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:AEROUSDT.P,AERO,561238384,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:ALGOUSDT,ALGO,774754969,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:ALGOUSDT.P,ALGO,774754969,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:APTUSDT,APT,529480435,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:APTUSDT.P,APT,529480435,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:ARBUSDT,ARB,500213333,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:ARBUSDT.P,ARB,500213333,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:ASTERUSDT,ASTER,1701981061,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:ASTERUSDT.P,ASTER,1701981061,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:ATOMUSDT,ATOM,822841878,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:ATOMUSDT.P,ATOM,822841878,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:AVAXUSDT,AVAX,2927360426,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:AVAXUSDT.P,AVAX,2927360426,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:BCHUSDT,BCH,4789905508,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:BCHUSDT.P,BCH,4789905508,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:BEATUSDT.P,BEAT,816307967,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:BNBUSDT,BNB,77960724262,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:BNBUSDT.P,BNB,77960724262,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:BTCUSDT,BTC,1265744153723,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:BTCUSDT.P,BTC,1265744153723,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:CCUSDT.P,CC,5256178123,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:DEXEUSDT,DEXE,1304742003,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:DEXEUSDT.P,DEXE,1304742003,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:DOGEUSDT,DOGE,11626012901,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:DOGEUSDT.P,DOGE,11626012901,binance_USDT_perp_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:DOTUSDT,DOT,1458714453,binance_USDT_pairs_07-jul-26.txt
binance,USDT,500K-1000K,500M+,BINANCE:DOTUSDT.P,DOT,1458714453,binance_USDT_perp_pairs_07-jul-26.txt
